meijer_ton_yr,calibrated_ton_yr,calibrated_lower,calibrated_upper,ratio_meijer_calib,rank_meijer,rank_calibrated,rank_change,lat,lon
0.601434,3.0649037280540377,1.0654351915336895,9.887205318654217,0.1962325910908338,20269,20269,0,-18.123750000423684,178.32541666665657
4.90208,13.642176641603674,6.503745787460463,30.681095139976403,0.35933268779488164,9520,9520,0,-18.122083333757075,178.51624999999
2.98072,9.574611452052695,4.1911524949722425,23.602455215192084,0.31131498285091924,11727,11727,0,-18.115416667090187,178.42874999999026
0.726964,3.5075582013411815,1.254521134687691,10.918271863290494,0.2072564326151542,19153,19153,0,-18.113750000423522,178.41208333332327
0.122804,0.9894255444220059,0.26554729595655024,4.204707033656731,0.12411646403544047,30387,30387,0,-18.11291666596867,178.3783333333232
6.04268,15.832087176000085,7.790226327577091,34.19989481309033,0.38167298681630046,8650,8650,0,-18.107916667090024,178.49374999998997
5.55837,14.918230683681639,7.248448786667997,32.75369880656717,0.3725890903456831,8989,8989,0,-18.064583333755593,177.30208333332337
0.802803,3.764220061020776,1.3665324555417517,11.500216263947376,0.2132720688445343,18545,18545,0,-18.03791666708821,177.29624999999032
0.335176,2.0216851307817016,0.643714386949455,7.263853881419021,0.16579040667445644,23843,23843,0,-17.988750000420282,179.24958333332313
0.189543,1.3475013791373032,0.38943992051214144,5.326144418809528,0.14066256475473823,27506,27506,0,-17.98750000166848,178.62791666665657
0.889329,4.048658370462024,1.4914306148639267,12.13300790897536,0.21966017347581532,17963,17963,0,-17.977083333753228,177.25874999998996
0.293376,1.8388431620201136,0.5728994222163316,6.756196083409654,0.15954378603866545,24691,24691,0,-17.976250000419952,178.60124999998982
0.271611,1.7406842679086518,0.5351263753646854,6.478781866571734,0.15603691318835639,25181,25181,0,-17.936666668330247,178.5895833333234
1.24909,5.1558998977586254,1.9916456557955702,14.57031788588778,0.2422642069802412,16108,16108,0,-17.92375000041858,178.58624999998983
3.57283,10.892389849402095,4.917929745910659,25.957347196779768,0.3280115795888558,10912,10912,0,-17.91541666708497,178.57958333332363
0.555843,2.8976923630268625,0.9954540857652071,9.487638132120615,0.1918226403507442,20745,20745,0,-17.912916667084858,177.27624999999
0.698257,3.408414410593833,1.2117076045250035,10.690486063435287,0.20486270619843605,19383,19383,0,-17.897083333751198,178.58541666665667
0.305346,1.8919284065496524,0.593161713284436,6.9047641144893595,0.16139405642566867,24442,24442,0,-17.860416667083484,177.31708333332313
0.313961,1.9297636451810933,0.607829771017624,7.0100526981054285,0.16269401736529096,24263,24263,0,-17.847916667083155,178.60874999998987
15.3835,30.785867130427448,17.311238655774584,57.45960754791228,0.499693574809059,5378,5378,0,-17.823749999543224,178.58833333332325
1.05077,4.558984311410839,1.7190292845773114,13.239730062032253,0.23048335511267093,17078,17078,0,-17.817083333749054,177.3629166666567
0.565125,2.9320465776283813,1.0097640645774288,9.570218323477144,0.19274079897363283,20654,20654,0,-17.80625000041556,168.45541666665713
20.4828,37.742971298221434,22.31051581803373,67.37601639009307,0.5426917726788832,4560,4560,0,-17.795416667081838,177.36541666665698
0.146331,1.1208772110027505,0.30995709925937864,4.625709391532498,0.1305504283284433,29185,29185,0,-17.79125000041512,168.38208333332386
2.69844,8.920128192743622,3.8417753310254854,22.396482020363578,0.3025113475605807,12175,12175,0,-17.767916667081124,168.31208333332347
0.872079,3.992613175437494,1.4667647956332286,12.00927982620821,0.21842311330459438,18085,18085,0,-17.762916667080958,178.55291666665664
4.83358,13.50623553110149,6.425256328320255,30.454422620254935,0.35787766242262486,9572,9572,0,-17.741250000413856,177.42958333332308
0.734764,3.5343002720432395,1.2661133383346488,10.979419291139477,0.2078951824812611,19090,19090,0,-17.732916667080246,178.5637499999898
0.101416,0.8634539506104527,0.22429633553207773,3.789040427020414,0.11745386065846358,31706,31706,0,-17.71875000041325,178.82708333332312
2.34691,8.07667058514431,3.418394372096911,20.77218810712593,0.29057889327772635,12837,12837,0,-17.711250000413088,178.7520833333233
0.729194,3.5152120992167233,1.2578370622439274,10.935785546468528,0.20743954544378207,19130,19130,0,-17.707916667079644,168.2912499999902
0.269911,1.7329237269492104,0.5321616801537981,6.4566942034303185,0.15575469122070065,25221,25221,0,-17.706250000412922,177.42458333332365
0.28189,1.7873140229751772,0.5530073356186221,6.61101314440016,0.15771710867615957,24941,24941,0,-17.706250000412922,178.57124999999007
0.376214,2.194887443221218,0.7110902937101126,7.734835410454996,0.17140468918436572,23130,23130,0,-17.705000001640542,168.28958333332366
0.124677,1.000141632744034,0.26911728862175444,4.239470916868546,0.12465934415501784,30276,30276,0,-17.69875000041276,178.57458333332352
1.33273,5.39929222376225,2.1046403333264263,15.111397864125223,0.24683420433046094,15765,15765,0,-17.693750000412592,177.41791666665677
0.137383,1.0716573464762804,0.29317381736037273,4.46881658543139,0.12819676032803717,29617,29617,0,-17.69291666707926,168.2687499999903
0.101787,0.8657007046951712,0.2250200784388827,3.7965740260726535,0.11757758708980262,31688,31688,0,-17.692083333745813,178.74458333332348
0.147044,1.124761256940042,0.3112891432259021,4.637977880343976,0.13073352152975032,29142,29142,0,-17.68375000041226,168.25124999999025
0.528785,2.7965866341344814,0.9535480325348676,9.2430807809623,0.18908228822442835,21068,21068,0,-17.66208333301421,177.3891666666567
0.604237,3.075062432279706,1.0697132742912265,9.911291838469051,0.1964958479077276,20231,20231,0,-17.656250000411546,168.53041666665695
0.649101,3.2358647123811135,1.1378234746312963,10.289810201243656,0.20059583996710376,19811,19811,0,-17.64375000041133,178.58124999999018
