lon,lat
167.91124999999033,-15.284583333684168
167.94791666665685,-15.278750000350556
167.16958333332354,-15.222916667015909
166.88208333332398,-15.171250000347868
166.8645833333236,-15.168750000347814
166.8987499999903,-15.167916667014538
166.85208333332366,-15.167083333681148
166.95041666665713,-15.160416667014374
166.82874999999046,-15.159583333680985
166.82458333332386,-15.15625000034754
167.10874999999032,-15.147083333680657
167.10791666665705,-15.1445833336806
166.97958333332372,-15.12208333368011
167.07874999999024,-15.090416667012562
166.80874999999048,-15.089583333679286
166.6233333333238,-15.077916668393016
166.8037499999907,-15.039166668034568
167.066666665836,-15.036666668013368
167.0566666666571,-14.991250001779065
166.7937499999906,-14.982916667009874
167.0537499999905,-14.96541666700938
166.64958333332356,-14.704583333669518
166.57458333332374,-14.69875000033602
166.61958333332382,-14.65125000033487
167.4320833333236,-14.302916666992814
167.59708333332355,-14.245416666991275
167.46208333332356,-14.217083333657342
167.54291666665688,-14.20291666699029
167.54749999999035,-13.87125000237114
167.6970833333237,-13.68125000031057
166.70541666665713,-13.43458333363776
160.50624999999127,-11.778750000263756
166.90000000147472,-11.596666666861324
160.0687499999908,-11.55625000025816
166.5237499999905,-11.305000000998916
166.54291666665722,-11.302916666918804
159.7620833333242,-11.275416666918147
166.54208333332429,-11.275416666918147
122.96708333332596,-10.872916666908282
162.13374999999075,-10.837083333574128
122.82374999999251,-10.8279166669073
162.26041666665742,-10.818750000240357
162.24458333332404,-10.801250000240032
122.91208333332588,-10.747083333571824
123.2520833333258,-10.737083333571832
161.7749999999911,-10.720416669992003
161.76249999999106,-10.707916669994177
152.70291666665776,-10.703750000237504
152.3704166666579,-10.70041666690406
152.76624999999137,-10.70041666690406
152.77874999999108,-10.697916666904064
161.72416666665754,-10.693750003329969
152.80624999999122,-10.691250000237346
165.8183333317843,-10.689166666672747
152.84791666665774,-10.687916666903732
162.22083333332432,-10.684583336664788
150.40541666665786,-10.6816666676051
162.20708333332425,-10.675416666903573
123.10958333332576,-10.667916666903407
150.31749999999147,-10.66375000333494
166.00458333332415,-10.6595833335698
150.19958333332477,-10.6570833335698
150.32374999999115,-10.654583333569803
123.15458333332585,-10.650416666903029
150.1387499999912,-10.650416666903029
151.04041666665807,-10.640416666902752
123.17791666665904,-10.636250000235862
152.73791666665784,-10.636250000235862
162.1754166666576,-10.610833334264951
150.574583333325,-10.607916666901872
123.37291666665932,-10.599583333568376
150.94541666665782,-10.594583333568266
162.1591666666576,-10.592083336680275
123.2662499999924,-10.591250000234936
123.31291666665902,-10.588750000234825
150.64958333332447,-10.580416666901328
162.1562499999908,-10.572916666901165
162.14291666665758,-10.553750000233949
162.12374999999065,-10.524583333566682
162.0262499999908,-10.50541666689952
162.10958333332417,-10.50541666689952
162.03999999999087,-10.504583336694507
150.03541666665797,-10.502083333566077
161.96958333332418,-10.48166666758584
150.5912499999913,-10.467916666898477
150.56666666665785,-10.459583336701655
161.85458333332429,-10.457083333565038
161.8666666666575,-10.457083336702
149.9370833333246,-10.441250000231264
149.88624999999138,-10.432916666897768
149.95374999999126,-10.430416666897656
150.49708333332455,-10.428750000230934
150.45541666665804,-10.415416666897272
161.73208333332423,-10.410416666897165
150.42541666665818,-10.405416666896995
161.71208333332436,-10.404583333563664
150.37874999999156,-10.403750000230389
149.85208333332457,-10.401250000230275
150.34208333332492,-10.393750000230057
161.69874999999092,-10.385416666896615
149.82041666665816,-10.382083333563005
161.6887499999907,-10.373750000229675
150.34291666665786,-10.371250001997057
149.7829166666579,-10.363750000229343
161.6462499999909,-10.355833334240344
123.66791666665928,-10.351250000229072
149.75708333332477,-10.34958333356235
150.5954166666579,-10.347916666895628
150.62124999999162,-10.347083333562352
161.42791666665744,-10.345833334239387
149.63708333332488,-10.344583333562298
161.64041666665753,-10.342916666895462
149.6679166666579,-10.342083333562186
149.68041666665795,-10.342083333562186
150.34291666665786,-10.336250000228745
161.353749999991,-10.335416666895298
150.52416666665806,-10.332916670054203
161.37874999999076,-10.333333334238148
123.55208333332564,-10.332083333561968
150.65958333332458,-10.33125000022858
150.66791666665836,-10.32875000022858
150.6804166666583,-10.323750000228417
150.46791666665808,-10.322083333561691
161.59041666665735,-10.317083333561529
150.45541666665804,-10.316250000228194
150.44374999999138,-10.30875000022803
150.72749999999132,-10.305416670058207
161.57708333332425,-10.30291666689442
150.3995833333247,-10.302083333561145
149.34374999999125,-10.299583333561143
150.73458333332462,-10.297083333560977
161.5637499999907,-10.295416666894257
150.60874999999135,-10.280833334233137
149.36624999999128,-10.279583333560652
150.66541666665796,-10.276250000227208
148.94958333332465,-10.268750000227044
149.18291666665812,-10.262083333560328
161.2812499999909,-10.26125000022688
161.723749999991,-10.25708333356016
120.3629166666592,-10.25375000022666
124.02791666665917,-10.252916666893384
161.7612499999907,-10.25125000022672
150.56791666665788,-10.247916666893277
148.8137499999914,-10.237916666892945
150.5245833333247,-10.22875000022617
150.5037499999912,-10.225416666892556
161.43374999999082,-10.219583333559283
150.48541666665812,-10.21458333355912
161.32208333332437,-10.210416666892227
123.41791666665938,-10.209583333558951
150.42083333332482,-10.20875000340544
148.47708333332457,-10.203750000225511
150.35711968062355,-10.199061598066294
120.72874999999271,-10.194583333558626
123.52708333332612,-10.192916666891904
148.52624999999125,-10.192083333558458
148.38374999999132,-10.186250000225016
120.1145833333261,-10.180416666891574
124.38458333332562,-10.171250000224688
150.28708333332452,-10.171250000224688
124.2395833333261,-10.164583333557914
150.28041666665808,-10.162916666891247
123.5774999984385,-10.159999999914191
151.19458333332454,-10.153750000224306
120.7620833333258,-10.152083333557584
